label,image
AGGRO_Angela.png,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_Angela.png?raw=true
AGGRO_BattleFury.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_BattleFury.jpg?raw=true
AGGRO_BootCamp.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_BootCamp.jpg?raw=true
AGGRO_Brawn.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_Brawn.jpg?raw=true
AGGRO_BringIt.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_BringIt.jpg?raw=true
AGGRO_Browbeat.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_Browbeat.jpg?raw=true
AGGRO_BruteForce.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_BruteForce.jpg?raw=true
AGGRO_Fusillade.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_Fusillade.jpg?raw=true
AGGRO_Bug.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_Bug.jpg?raw=true
AGGRO_ChaseThemDown.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_ChaseThemDown.jpg?raw=true
AGGRO_Clobber.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_Clobber.jpg?raw=true
AGGRO_CombatTraining.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_CombatTraining.jpg?raw=true
AGGRO_Counterattack.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_Counterattack.jpg?raw=true
AGGRO_DiveBomb.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_DiveBomb.jpg?raw=true
AGGRO_DropKick.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_DropKick.jpg?raw=true
AGGRO_Enraged.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_Enraged.jpg?raw=true
AGGRO_FollowThrough.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_FollowThrough.jpg?raw=true
AGGRO_GetOverHere.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_GetOverHere.jpg?raw=true
AGGRO_Godslayer.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_Godslayer.jpg?raw=true
AGGRO_HallOfHeroes.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_HallOfHeroes.jpg?raw=true
AGGRO_HandCannon.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_HandCannon.jpg?raw=true
AGGRO_Hercules.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_Hercules.jpg?raw=true
AGGRO_Hulk.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_Hulk.jpg?raw=true
AGGRO_Jarnbjorn.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_Jarnbjorn.jpg?raw=true
AGGRO_LieInWait.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_LieInWait.jpg?raw=true
AGGRO_LookingForTrouble.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Basic%26Aspect_Cards/AGGRO_LookingForTrouble.jpg?raw=true
