label,image
Absorbing_Man10.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man10.jpg?raw=true
Absorbing_Man11.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man11.jpg?raw=true
Absorbing_Man12.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man12.jpg?raw=true
Absorbing_Man13.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man13.jpg?raw=true
Absorbing_Man14.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man14.jpg?raw=true
Absorbing_Man15.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man15.jpg?raw=true
Absorbing_Man16.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man16.jpg?raw=true
Absorbing_Man17.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man17.jpg?raw=true
Absorbing_Man18.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man18.jpg?raw=true
Absorbing_Man19.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man19.jpg?raw=true
Absorbing_Man20.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man20.jpg?raw=true
Absorbing_Man21.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man21.jpg?raw=true
Absorbing_Man22.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man22.jpg?raw=true
Absorbing_Man23.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man23.jpg?raw=true
Absorbing_Man24.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man24.jpg?raw=true
Absorbing_Man25.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man25.jpg?raw=true
Absorbing_Man5.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man5.jpg?raw=true
Absorbing_Man6.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man6.jpg?raw=true
Absorbing_Man7.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man7.jpg?raw=true
Absorbing_Man8.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man8.jpg?raw=true
Absorbing_Man9.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man9.jpg?raw=true
BrotherhoodOfBadoon_10.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/BrotherhoodOfBadoon_10.jpg?raw=true
BrotherhoodOfBadoon_11.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/BrotherhoodOfBadoon_11.jpg?raw=true
BrotherhoodOfBadoon_12.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/BrotherhoodOfBadoon_12.jpg?raw=true
BrotherhoodOfBadoon_13.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/BrotherhoodOfBadoon_13.jpg?raw=true
BrotherhoodOfBadoon_7.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/BrotherhoodOfBadoon_7.jpg?raw=true
BrotherhoodOfBadoon_8.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/BrotherhoodOfBadoon_8.jpg?raw=true
BrotherhoodOfBadoon_9.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/BrotherhoodOfBadoon_9.jpg?raw=true
BrotherhoodOfBadoon_Environment.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/BrotherhoodOfBadoon_Environment.jpg?raw=true
Crossbones10.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones10.jpg?raw=true
Crossbones11.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones11.jpg?raw=true
Crossbones12.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones12.jpg?raw=true
Crossbones13.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones13.jpg?raw=true
Crossbones14.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones14.jpg?raw=true
Crossbones15.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones15.jpg?raw=true
Crossbones16.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones16.jpg?raw=true
Crossbones17.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones17.jpg?raw=true
Crossbones18.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones18.jpg?raw=true
Crossbones19.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones19.jpg?raw=true
Crossbones7.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones7.jpg?raw=true
Crossbones8.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones8.jpg?raw=true
Crossbones9.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones9.jpg?raw=true
EscapeTheMuseum_10.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/EscapeTheMuseum_10.jpg?raw=true
EscapeTheMuseum_11.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/EscapeTheMuseum_11.jpg?raw=true
EscapeTheMuseum_12.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/EscapeTheMuseum_12.jpg?raw=true
EscapeTheMuseum_6.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/EscapeTheMuseum_6.jpg?raw=true
EscapeTheMuseum_7.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/EscapeTheMuseum_7.jpg?raw=true
EscapeTheMuseum_8.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/EscapeTheMuseum_8.jpg?raw=true
EscapeTheMuseum_9.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/EscapeTheMuseum_9.jpg?raw=true
InfiltrateTheMuseum_10.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/InfiltrateTheMuseum_10.jpg?raw=true
InfiltrateTheMuseum_11.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/InfiltrateTheMuseum_11.jpg?raw=true
InfiltrateTheMuseum_12.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/InfiltrateTheMuseum_12.jpg?raw=true
InfiltrateTheMuseum_13.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/InfiltrateTheMuseum_13.jpg?raw=true
InfiltrateTheMuseum_5.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/InfiltrateTheMuseum_5.jpg?raw=true
InfiltrateTheMuseum_6.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/InfiltrateTheMuseum_6.jpg?raw=true
InfiltrateTheMuseum_7.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/InfiltrateTheMuseum_7.jpg?raw=true
InfiltrateTheMuseum_8.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/InfiltrateTheMuseum_8.jpg?raw=true
InfiltrateTheMuseum_9.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/InfiltrateTheMuseum_9.jpg?raw=true
Nebula_10.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_10.jpg?raw=true
Nebula_11.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_11.jpg?raw=true
Nebula_12.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_12.jpg?raw=true
Nebula_13.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_13.jpg?raw=true
Nebula_14.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_14.jpg?raw=true
Nebula_15.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_15.jpg?raw=true
Nebula_16.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_16.jpg?raw=true
Nebula_17.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_17.jpg?raw=true
Nebula_18.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_18.jpg?raw=true
Nebula_19.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_19.jpg?raw=true
Nebula_20.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_20.jpg?raw=true
Nebula_21.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_21.jpg?raw=true
Nebula_22.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_22.jpg?raw=true
Nebula_7.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_7.jpg?raw=true
Nebula_8.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_8.jpg?raw=true
Nebula_9.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_9.jpg?raw=true
Nebula_Environment.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Nebula_Environment.jpg?raw=true
RedSkull10.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull10.jpg?raw=true
RedSkull11.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull11.jpg?raw=true
RedSkull12.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull12.jpg?raw=true
RedSkull13.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull13.jpg?raw=true
RedSkull14.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull14.jpg?raw=true
RedSkull15.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull15.jpg?raw=true
RedSkull16.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull16.jpg?raw=true
RedSkull17.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull17.jpg?raw=true
RedSkull18.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull18.jpg?raw=true
RedSkull19.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull19.jpg?raw=true
RedSkull20.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull20.jpg?raw=true
RedSkull21.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull21.jpg?raw=true
RedSkull22.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull22.jpg?raw=true
RedSkull23.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull23.jpg?raw=true
RedSkull24.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull24.jpg?raw=true
RedSkull25.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull25.jpg?raw=true
RedSkull26.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull26.jpg?raw=true
RedSkull27.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull27.jpg?raw=true
RedSkull28.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull28.jpg?raw=true
RedSkull6.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull6.jpg?raw=true
RedSkull7.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull7.jpg?raw=true
RedSkull8.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull8.jpg?raw=true
RedSkull9.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RedSkull9.jpg?raw=true
RonanTheAccuser_10.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RonanTheAccuser_10.jpg?raw=true
RonanTheAccuser_11.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RonanTheAccuser_11.jpg?raw=true
RonanTheAccuser_12.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RonanTheAccuser_12.jpg?raw=true
RonanTheAccuser_13.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RonanTheAccuser_13.jpg?raw=true
RonanTheAccuser_14.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RonanTheAccuser_14.jpg?raw=true
RonanTheAccuser_15.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/RonanTheAccuser_15.jpg?raw=true
