label,image
ANTMAN1.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN1.jpg?raw=true
ANTMAN10.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN10.jpg?raw=true
ANTMAN11.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN11.jpg?raw=true
ANTMAN12.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN12.jpg?raw=true
ANTMAN13.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN13.jpg?raw=true
ANTMAN14.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN14.jpg?raw=true
ANTMAN15.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN15.jpg?raw=true
ANTMAN2.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN2.jpg?raw=true
ANTMAN3.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN3.jpg?raw=true
ANTMAN4.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN4.jpg?raw=true
ANTMAN5.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN5.jpg?raw=true
ANTMAN6.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN6.jpg?raw=true
ANTMAN7.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN7.jpg?raw=true
ANTMAN8.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN8.jpg?raw=true
ANTMAN9.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN9.jpg?raw=true
ANTMAN_Identity_AlterEgo.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN_Identity_AlterEgo.jpg?raw=true
ANTMAN_Identity_Hero.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN_Identity_Hero.jpg?raw=true
ANTMAN_Nemesis1.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN_Nemesis1.jpg?raw=true
ANTMAN_Nemesis2.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN_Nemesis2.jpg?raw=true
ANTMAN_Nemesis3.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN_Nemesis3.jpg?raw=true
ANTMAN_Nemesis4.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN_Nemesis4.jpg?raw=true
ANTMAN_Nemesis5.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN_Nemesis5.jpg?raw=true
ANTMAN_Obligation.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/ANTMAN_Obligation.jpg?raw=true
BLACKWIDOW1.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/BLACKWIDOW1.jpg?raw=true
BLACKWIDOW10.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/BLACKWIDOW10.jpg?raw=true
BLACKWIDOW11.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/BLACKWIDOW11.jpg?raw=true
BLACKWIDOW12.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/BLACKWIDOW12.jpg?raw=true
