label,image
thor0a.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor0a.jpg?raw=true
thor0b.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor0b.jpg?raw=true
thor1.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor1.jpg?raw=true
thor10.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor10.jpg?raw=true
thor11.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor11.jpg?raw=true
thor12.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor12.jpg?raw=true
thor13.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor13.jpg?raw=true
thor14.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor14.jpg?raw=true
thor15.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor15.jpg?raw=true
thor2.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor2.jpg?raw=true
thor3.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor3.jpg?raw=true
thor4.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor4.jpg?raw=true
thor5.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor5.jpg?raw=true
thor6.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor6.jpg?raw=true
thor7.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor7.jpg?raw=true
thor8.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor8.jpg?raw=true
thor9.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thor9.jpg?raw=true
thorn0.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thorn0.jpg?raw=true
thorn1.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thorn1.jpg?raw=true
thorn2.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thorn2.jpg?raw=true
thorn3.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thorn3.jpg?raw=true
thorn4.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thorn4.jpg?raw=true
thorn5.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Heroes/thorn5.jpg?raw=true
