label,image
Absorbing_Man1.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man1.jpg?raw=true
Absorbing_Man10.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man10.jpg?raw=true
Absorbing_Man11.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man11.jpg?raw=true
Absorbing_Man12.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man12.jpg?raw=true
Absorbing_Man13.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man13.jpg?raw=true
Absorbing_Man14.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man14.jpg?raw=true
Absorbing_Man15.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man15.jpg?raw=true
Absorbing_Man16.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man16.jpg?raw=true
Absorbing_Man17.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man17.jpg?raw=true
Absorbing_Man18.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man18.jpg?raw=true
Absorbing_Man19.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man19.jpg?raw=true
Absorbing_Man2.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man2.jpg?raw=true
Absorbing_Man20.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man20.jpg?raw=true
Absorbing_Man21.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man21.jpg?raw=true
Absorbing_Man22.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man22.jpg?raw=true
Absorbing_Man23.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man23.jpg?raw=true
Absorbing_Man24.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man24.jpg?raw=true
Absorbing_Man25.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man25.jpg?raw=true
Absorbing_Man3.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man3.jpg?raw=true
Absorbing_Man4A.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man4A.jpg?raw=true
Absorbing_Man4B.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man4B.jpg?raw=true
Absorbing_Man5.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man5.jpg?raw=true
Absorbing_Man6.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man6.jpg?raw=true
Absorbing_Man7.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man7.jpg?raw=true
Absorbing_Man8.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man8.jpg?raw=true
Absorbing_Man9.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Absorbing_Man9.jpg?raw=true
Crossbones1.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones1.jpg?raw=true
Crossbones10.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones10.jpg?raw=true
Crossbones11.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones11.jpg?raw=true
Crossbones12.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones12.jpg?raw=true
Crossbones13.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones13.jpg?raw=true
Crossbones14.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones14.jpg?raw=true
Crossbones15.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones15.jpg?raw=true
Crossbones16.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones16.jpg?raw=true
Crossbones17.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones17.jpg?raw=true
Crossbones18.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones18.jpg?raw=true
Crossbones19.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones19.jpg?raw=true
Crossbones2.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones2.jpg?raw=true
Crossbones3.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones3.jpg?raw=true
Crossbones4A.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones4A.jpg?raw=true
Crossbones4B.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones4B.jpg?raw=true
Crossbones5A.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones5A.jpg?raw=true
Crossbones5B.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones5B.jpg?raw=true
Crossbones6A.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones6A.jpg?raw=true
Crossbones6B.jpg,https://github.com/OliBus801/CardGames/blob/main/MarvelChampions/Villains/Crossbones6B.jpg?raw=true
